BR50001_minq20_sorted	4.42842
BR50002_minq20_sorted	1.82128
BR50003_minq20_sorted	5.88502
BR50004RE_minq20_sorted	14.742
BR50004_minq20_sorted	9.16111
BR50005_minq20_sorted	4.43437
BR50006RE_minq20_sorted	20.6546
BR50006_minq20_sorted	12.6769
BR50007_minq20_sorted	12.1128
BR50008_minq20_sorted	3.97217
BR50009_minq20_sorted	4.40793
BR50010_minq20_sorted	8.63409
BR50011_minq20_sorted	13.8976
BR50013_minq20_sorted	39.4258
BR50014_minq20_sorted	5.89126
BR50015_minq20_sorted	25.8839
BR50016_minq20_sorted	4.31119
BR50017_minq20_sorted	6.28659
BR50018_minq20_sorted	3.4549
BR50019_minq20_sorted	4.72713
BR50020_minq20_sorted	5.90935
BR50021RE_minq20_sorted	8.34304
BR50021_minq20_sorted	1.60248
BR50022_minq20_sorted	7.91017
BR50023_minq20_sorted	24.5415
BR50025RE_minq20_sorted	15.6404
BR50025_minq20_sorted	6.9349
BR50026_minq20_sorted	42.2293
BR50027RE_minq20_sorted	16.4925
BR50027_minq20_sorted	5.05294
BR50028_minq20_sorted	2.54968
BR50029_minq20_sorted	2.71152
BR50030_minq20_sorted	4.47277
BR50031RE_minq20_sorted	16.963
BR50031_minq20_sorted	6.49843
BR50032_minq20_sorted	3.96225
BR50033RE_minq20_sorted	4.50685
BR50033_minq20_sorted	4.89559
BR50034_minq20_sorted	7.83268
BR50035_minq20_sorted	11.1555
BR50036_minq20_sorted	2.35332
BR50037_minq20_sorted	9.45699
BR50038_minq20_sorted	11.8009
BR50039_minq20_sorted	4.12743
BR50040_minq20_sorted	11.1166
BR50043_minq20_sorted	1.57482
BR50044_minq20_sorted	6.83939
BR50045_minq20_sorted	4.31136
BR50046_minq20_sorted	28.3829
BR50047_minq20_sorted	3.01335
BR50048RE_minq20_sorted	14.7743
BR50048_minq20_sorted	5.33766
BR50050_minq20_sorted	12.294
BR50051_minq20_sorted	4.44624
BR50052_minq20_sorted	6.69141
BR50053_minq20_sorted	12.9413
BR50054_minq20_sorted	7.31931
BR50055_minq20_sorted	11.7127
BR50056_minq20_sorted	8.04162
BR50057_minq20_sorted	7.61324
BR50058_minq20_sorted	5.79562
BR50059_minq20_sorted	13.3096
BR50060_minq20_sorted	3.86604
BR50061_minq20_sorted	19.7767
BR50062_minq20_sorted	2.62418
BR50063RE_minq20_sorted	7.2296
BR50063_minq20_sorted	17.0223
BR50064RE_minq20_sorted	7.62435
BR50064_minq20_sorted	19.9849
BR50065_minq20_sorted	7.79161
BR50066_minq20_sorted	27.4717
BR50067RE_minq20_sorted	13.6152
BR50067_minq20_sorted	21.5037
BR50068_minq20_sorted	6.35258
BR50069_minq20_sorted	1.21054
BR50070_minq20_sorted	5.99734
BR50071B_minq20_sorted	3.56062
BR50071_minq20_sorted	12.2487
CO50002RE_minq20_sorted	9.56811
CO50002_minq20_sorted	3.37464
CO50003RE_minq20_sorted	7.06603
CO50003_minq20_sorted	5.04691
CO50004_minq20_sorted	2.25194
CO50005RE_minq20_sorted	9.02909
CO50005_minq20_sorted	2.58073
CO50006RE_minq20_sorted	11.8504
CO50006_minq20_sorted	11.1768
CO50008_minq20_sorted	5.74383
CO50009_minq20_sorted	2.68954
CO50010_minq20_sorted	4.51456
CO50011_minq20_sorted	1.81418
CO50012_minq20_sorted	6.64465
CO50013_minq20_sorted	23.3536
CO50014_minq20_sorted	1.49718
CO50015_minq20_sorted	4.30227
CO50017_minq20_sorted	1.7453
CO50018_minq20_sorted	6.81884
CO50019_minq20_sorted	4.49189
CO50020_minq20_sorted	4.35377
CO50021_minq20_sorted	7.06797
CO50022_minq20_sorted	7.94759
CO50023RE_minq20_sorted	14.9136
CO50023_minq20_sorted	11.0677
CO50024_minq20_sorted	1.88343
CO50025_minq20_sorted	4.73138
CO50026_minq20_sorted	1.34179
CO50027_minq20_sorted	4.4378
CO50028_minq20_sorted	9.58651
CO50029_minq20_sorted	5.23878
CO50030_minq20_sorted	12.1983
CO50032_minq20_sorted	3.72611
CO50034_minq20_sorted	7.6766
CO50038_minq20_sorted	1.67136
CO50039_minq20_sorted	4.47461
CO50040RE_minq20_sorted	8.25799
CO50040_minq20_sorted	8.51813
CO50041_minq20_sorted	1.66097
CO50042_minq20_sorted	8.07872
CO50043_minq20_sorted	7.7652
CO50044_minq20_sorted	15.823
CO50045_minq20_sorted	7.27358
CO50046_minq20_sorted	3.70453
CO50047_minq20_sorted	5.00176
CO50048RE_minq20_sorted	8.96089
CO50048_minq20_sorted	9.19246
CO50049_minq20_sorted	14.4792
CO50050_minq20_sorted	7.95163
CO50051_minq20_sorted	8.25589
CO50052_minq20_sorted	6.36724
CO50053_minq20_sorted	1.47231
CO50054_minq20_sorted	8.04871
CO50055_minq20_sorted	8.79726
CO50056_minq20_sorted	4.25543
CO50057_minq20_sorted	5.70309
CO50058_minq20_sorted	9.74513
CO50059_minq20_sorted	4.89239
CO50060_minq20_sorted	8.21791
CO50061_minq20_sorted	12.3106
CO50062_minq20_sorted	2.57376
CO50063_minq20_sorted	2.07768
CO50064_minq20_sorted	7.60978
CO50065_minq20_sorted	7.79417
CO50066_minq20_sorted	10.4103
CO50067_minq20_sorted	47.1167
CO50068_minq20_sorted	38.0387
CO50069_minq20_sorted	10.4106
CO50070RE_minq20_sorted	11.903
CO50070_minq20_sorted	22.4908
CO50071_minq20_sorted	9.87572
CO50072_minq20_sorted	7.05603
CO50073_minq20_sorted	3.55467
CO50074_minq20_sorted	31.7203
CO50075RE_minq20_sorted	11.2761
CO50075_minq20_sorted	28.2441
CO50076_minq20_sorted	14.5594
CO50077_minq20_sorted	7.22098
CO50078_minq20_sorted	5.83336
CO50079_minq20_sorted	3.31143
CO50080_minq20_sorted	24.0802
CO50081_minq20_sorted	31.0211
CO50082_minq20_sorted	25.2628
CO50083_minq20_sorted	13.7332
CO50084_minq20_sorted	8.36048
CO50085_minq20_sorted	13.9404
CO50086_minq20_sorted	11.6946
CO50087_minq20_sorted	19.1244
CO50088_minq20_sorted	7.80797
CO50089_minq20_sorted	21.8085
CO50090_minq20_sorted	13.4757
CO50091_minq20_sorted	16.4733
CO50092_minq20_sorted	3.59163
CO50093_minq20_sorted	6.14839
CO50094_minq20_sorted	96.9231
CO50095_minq20_sorted	3.08046
CO50096_minq20_sorted	4.07541
CO50097B_minq20_sorted	4.9894
CO50097_minq20_sorted	7.84013
CO50098B_minq20_sorted	14.6779
CO50098_minq20_sorted	6.37658
CO50099B_minq20_sorted	5.15129
CO50099_minq20_sorted	7.7646
CO50100B_minq20_sorted	6.36226
CO50100_minq20_sorted	11.7832
CO50101B_minq20_sorted	3.31581
CO50101_minq20_sorted	5.40909
CO50102B_minq20_sorted	3.51042
CO50102_minq20_sorted	5.47517
CO50103B_minq20_sorted	3.92789
CO50103_minq20_sorted	10.2727
CO50104B_minq20_sorted	5.39797
CO50104_minq20_sorted	7.29704
CO50105B_minq20_sorted	4.91392
CO50105_minq20_sorted	4.91125
CO50106B_minq20_sorted	7.00933
CO50106_minq20_sorted	5.67323
CO50107B_minq20_sorted	4.02277
CO50107_minq20_sorted	2.53919
CO50108B_minq20_sorted	2.51601
CO50108_minq20_sorted	13.9027
CO50109B_minq20_sorted	2.9902
CO50109_minq20_sorted	13.4324
CO50110B_minq20_sorted	10.2022
CO50110_minq20_sorted	4.49005
CO50111B_minq20_sorted	5.8384
CO50111_minq20_sorted	4.98905
CO50112B_minq20_sorted	2.8951
CO50112_minq20_sorted	3.45219
CO50113B_minq20_sorted	4.419
CO50113_minq20_sorted	6.17332
NEGCONT01_minq20_sorted	2.21152
NEGCONT02_minq20_sorted	2.14472
NEGCONT03_minq20_sorted	1.77503
NEGCONT04B_minq20_sorted	1.90248
NEGCONT04_minq20_sorted	2.03715
QB50001_minq20_sorted	8.18254
QB50003_minq20_sorted	1.9727
QB50004_minq20_sorted	4.79317
QB50005_minq20_sorted	7.16109
QB50006_minq20_sorted	5.47054
QB50007_minq20_sorted	2.70651
QB50008_minq20_sorted	2.09192
QB50010_minq20_sorted	6.61494
QB50011_minq20_sorted	1.64522
QB50012_minq20_sorted	17.6792
QB50013_minq20_sorted	8.67876
QB50014_minq20_sorted	3.77276
QB50015_minq20_sorted	6.00448
QB50016_minq20_sorted	8.4243
QB50017_minq20_sorted	2.04022
QB50018_minq20_sorted	2.24502
QB50019_minq20_sorted	18.9111
QB50020_minq20_sorted	3.25547
QB50021_minq20_sorted	7.13189
QB50022_minq20_sorted	4.41502
QB50023_minq20_sorted	3.59051
QB50024_minq20_sorted	3.20209
QB50026_minq20_sorted	4.31889
QB50027_minq20_sorted	2.8954
QB50028_minq20_sorted	9.8993
QB50029_minq20_sorted	3.38524
QB50030_minq20_sorted	8.26238
QB50031_minq20_sorted	7.599
QB50032_minq20_sorted	2.05571
QB50036_minq20_sorted	3.59813
QB50039_minq20_sorted	1.92407
QB50040_minq20_sorted	3.19347
QB50041_minq20_sorted	1.71887
QB50042_minq20_sorted	3.35666
QB50043_minq20_sorted	6.26925
QB50044_minq20_sorted	4.85208
QB50045_minq20_sorted	9.44744
QB50046RE_minq20_sorted	10.2384
QB50046_minq20_sorted	2.09497
QB50047_minq20_sorted	5.42973
QB50048_minq20_sorted	5.6291
QB50049_minq20_sorted	4.10123
QB50050_minq20_sorted	4.28268
QB50051_minq20_sorted	6.74395
QB50052_minq20_sorted	19.0355
QB50053_minq20_sorted	7.59454
QB50054_minq20_sorted	9.27546
QB50055RE_minq20_sorted	2.14228
QB50055_minq20_sorted	4.72201
QB50056_minq20_sorted	5.03708
QB50057_minq20_sorted	5.78403
QB50058_minq20_sorted	3.09489
QB50059_minq20_sorted	9.02658
QB50060_minq20_sorted	2.09164
QB50061_minq20_sorted	4.50658
QB50062_minq20_sorted	3.02965
QB50063_minq20_sorted	6.14392
QB50064_minq20_sorted	1.87922
QB50065_minq20_sorted	32.0984
QB50066_minq20_sorted	57.1502
QB50067RE_minq20_sorted	9.42833
QB50067_minq20_sorted	11.7343
QB50068_minq20_sorted	16.3049
QB50070_minq20_sorted	19.6812
QB50071_minq20_sorted	16.9719
QB50072RE_minq20_sorted	9.7257
QB50072_minq20_sorted	8.15416
QB50073_minq20_sorted	4.93585
QB50074_minq20_sorted	2.91033
QB50075_minq20_sorted	4.4398
QB50076_minq20_sorted	2.94125
QB50077_minq20_sorted	12.3244
QB50078RE_minq20_sorted	11.0434
QB50078_minq20_sorted	46.6907
QB50079_minq20_sorted	3.19376
QB50080_minq20_sorted	3.0033
QB50081_minq20_sorted	4.36102
QB50082_minq20_sorted	7.81001
QB50083_minq20_sorted	11.1638
QB50084_minq20_sorted	5.13888
QB50085_minq20_sorted	10.2145
QB50086_minq20_sorted	33.6475
QB50088_minq20_sorted	5.08014
QB50090_minq20_sorted	12.1069
QB50091_minq20_sorted	13.0552
QB50092_minq20_sorted	24.1126
QB50093_minq20_sorted	15.7871
QB50094_minq20_sorted	8.40738
QB50095_minq20_sorted	9.60786
QB50096_minq20_sorted	3.4294
QB50099_minq20_sorted	52.0216
QB50100_minq20_sorted	6.04054
QB50101_minq20_sorted	27.2511
QB50102_minq20_sorted	13.4886
QB50103_minq20_sorted	7.40787
QB50104_minq20_sorted	49.2084
QB50105_minq20_sorted	1.7338
QB50106_minq20_sorted	44.8825
QB50107_minq20_sorted	1.40665
QB50109_minq20_sorted	2.99928
QB50110_minq20_sorted	15.5292
QB50111_minq20_sorted	15.2195
QB50112_minq20_sorted	39.583
QB50113_minq20_sorted	3.00921
QB50114_minq20_sorted	24.8849
QB50115_minq20_sorted	12.9912
QB50116_minq20_sorted	7.85599
QB50117_minq20_sorted	13.4461
QB50118_minq20_sorted	1.38254
QB50119_minq20_sorted	4.45331
QB50120B_minq20_sorted	9.98541
QB50120_minq20_sorted	28.2378
QB50121_minq20_sorted	2.99711
QB50122B_minq20_sorted	8.18694
QB50122_minq20_sorted	8.20958
QB50123B_minq20_sorted	8.60584
QB50123_minq20_sorted	6.73615
QB50124B_minq20_sorted	9.40086
QB50124_minq20_sorted	12.5658
QB50125B_minq20_sorted	2.76875
QB50125_minq20_sorted	5.40112
QB50126B_minq20_sorted	5.23475
QB50126_minq20_sorted	11.1074
QB50127B_minq20_sorted	6.75815
QB50127_minq20_sorted	6.21926
QB50128B_minq20_sorted	13.8482
QB50128_minq20_sorted	6.81113
QB50129B_minq20_sorted	13.4322
QB50129_minq20_sorted	7.03805
QB50130B_minq20_sorted	10.5501
QB50130_minq20_sorted	10.2184
QB50131B_minq20_sorted	11.353
QB50131_minq20_sorted	4.81736
QB50132B_minq20_sorted	10.7189
QB50132_minq20_sorted	12.0755
QB50133B_minq20_sorted	7.23952
QB50133_minq20_sorted	5.74873
QB50134B_minq20_sorted	6.96097
QB50134_minq20_sorted	9.344
QB50135B_minq20_sorted	14.9809
QB50135_minq20_sorted	4.50144
QB50136B_minq20_sorted	15.0588
QB50136_minq20_sorted	1.2481
QB50137B_minq20_sorted	11.6298
QB50137_minq20_sorted	8.5855
QB50138B_minq20_sorted	7.68591
QB50138_minq20_sorted	12.0485
QB50139B_minq20_sorted	14.8921
QB50139_minq20_sorted	7.3866
QB50140B_minq20_sorted	6.02736
QB50140_minq20_sorted	5.77753
QB50141B_minq20_sorted	2.54006
QB50141_minq20_sorted	8.45421
QB50142B_minq20_sorted	4.13225
QB50142_minq20_sorted	4.56778
QB50143B_minq20_sorted	4.10928
QB50143_minq20_sorted	19.2598
QB50144B_minq20_sorted	21.1715
QB50144_minq20_sorted	8.23205
QB50145B_minq20_sorted	3.32283
QB50145_minq20_sorted	2.9982
QB50146B_minq20_sorted	2.95647
QB50146_minq20_sorted	5.27797
QB50147B_minq20_sorted	4.29038
QB50147_minq20_sorted	3.09353
QB50148B_minq20_sorted	4.40174
QB50148_minq20_sorted	2.23924
QB50149B_minq20_sorted	9.67491
QB50149_minq20_sorted	2.33942
QB50150B_minq20_sorted	3.65083
QB50150_minq20_sorted	3.92874
QB50151B_minq20_sorted	11.9974
QB50151_minq20_sorted	17.6425
QB50152B_minq20_sorted	3.40027
QB50152_minq20_sorted	4.35393
